---------------------------------------------- STRESS TEST PARAMETERS -----------------------------------------------
* Coefficient and boolean parameters
 Policy type                                   : Gaussian
 Do evaluation                                 : True
 Reward discount factor (gamma)                : 0.99
 Target smoothing coefficient (tau)            : 0.005
 Action sampling frequency coefficient (theta) : 1.5
 Maximum action sampling count per episode     : 4
 RL learning rate                              : 0.0003
 SAC's entropy temperature parameters (alpha)  : 0.2
 Do automatic entroypy tuning                  : False

* Neural networks parameters
 Set random seed                               : 25450
 SAC batch size                                : 64
 SAC replay size                               : 1000
 SAC hidden network size                       : 256
 Run training on CUDA                          : False

* Timesteps and episode parameters
 Simulator time step size                      : 0.5
 Maximum steps count over all episodes         : 100000
 Steps count for initial exploration           : 10000
 Steps count for model update                  : 1
 Steps count for target update                 : 1
 Episodes count for evaluation                 : 20
 Episodes count during evaluation              : 20

* Others
 Autopilot LOS's radius of acceptance          : 500
 Autopilot LOS's lookahead distance            : 1000

-------------------------------------------------- TRAINING PHASE ---------------------------------------------------

Episode: 1   , Total numsteps: 7052  , Episode steps: 7052 , Reward: 5186.02 , Status: |Map horizon hit failure|
 || 
_||_
\  /
 \/ 
************************************************* Simulation Step ***************************************************
# Step 0, act: -, - , ter: - , rew: - 
  n_pos: -        | e_pos: -        | head: -      | f_spd: -    | s_spd: -       | e_ct: -       | p_load: -
  n_pos:    87.47 | e_pos:   100.57 | head:   0.90 | f_spd: 5.91 | s_spd: :130.83 | e_ct:  -41.53 | p_load:    0.00
# Step 42, act: 0.39, 6.32, ter: False, rew: 0.73 
  n_pos:    89.16 | e_pos:   103.00 | head:   0.91 | f_spd: 5.88 | s_spd: :127.44 | e_ct:  -42.18 | p_load:    0.00
# Step 43, act: 0.39, 6.32, ter: False, rew: 0.74 
  n_pos:    90.82 | e_pos:   105.43 | head:   0.91 | f_spd: 5.85 | s_spd: :124.17 | e_ct:  -42.81 | p_load:    0.00
# Step 44, act: 0.39, 6.32, ter: False, rew: 0.75 
  n_pos:    92.46 | e_pos:   107.86 | head:   0.92 | f_spd: 5.82 | s_spd: :121.00 | e_ct:  -43.42 | p_load:    0.00
# Step 45, act: 0.39, 6.32, ter: False, rew: 0.76 
  n_pos:    94.08 | e_pos:   110.29 | head:   0.93 | f_spd: 5.79 | s_spd: :117.94 | e_ct:  -44.00 | p_load:    0.00
# Step 46, act: 0.39, 6.32, ter: False, rew: 0.77 
  n_pos:    95.68 | e_pos:   112.71 | head:   0.93 | f_spd: 5.77 | s_spd: :114.99 | e_ct:  -44.56 | p_load:    0.00
# Step 47, act: 0.39, 6.32, ter: False, rew: 0.78 
  n_pos:    97.25 | e_pos:   115.14 | head:   0.94 | f_spd: 5.74 | s_spd: :112.12 | e_ct:  -45.11 | p_load:    0.00
# Step 48, act: 0.39, 6.32, ter: False, rew: 0.79 
  n_pos:    98.80 | e_pos:   117.56 | head:   0.94 | f_spd: 5.71 | s_spd: :109.35 | e_ct:  -45.63 | p_load:    0.00
# Step 49, act: 0.39, 6.32, ter: False, rew: 0.80 
  n_pos:   100.33 | e_pos:   119.98 | head:   0.95 | f_spd: 5.68 | s_spd: :106.67 | e_ct:  -46.13 | p_load:    0.00
# Step 50, act: 0.39, 6.32, ter: False, rew: 0.81 
  n_pos:   101.83 | e_pos:   122.40 | head:   0.96 | f_spd: 5.65 | s_spd: :104.08 | e_ct:  -46.61 | p_load:    0.00
# Step 51, act: 0.39, 6.32, ter: False, rew: 0.82 
  n_pos:   103.31 | e_pos:   124.81 | head:   0.96 | f_spd: 5.63 | s_spd: :101.56 | e_ct:  -47.07 | p_load:    0.00
# Step 52, act: 0.39, 6.32, ter: False, rew: 0.83 
  n_pos:   104.77 | e_pos:   127.22 | head:   0.97 | f_spd: 5.60 | s_spd: ::99.12 | e_ct:  -47.51 | p_load:    0.00
# Step 53, act: 0.39, 6.32, ter: False, rew: 0.84 
  n_pos:   106.21 | e_pos:   129.63 | head:   0.97 | f_spd: 5.57 | s_spd: ::96.76 | e_ct:  -47.94 | p_load:    0.00
# Step 54, act: 0.39, 6.32, ter: False, rew: 0.85 
  n_pos:   107.63 | e_pos:   132.03 | head:   0.98 | f_spd: 5.54 | s_spd: ::94.47 | e_ct:  -48.34 | p_load:    0.00
# Step 55, act: 0.39, 6.32, ter: False, rew: 0.86 
  n_pos:   109.03 | e_pos:   134.43 | head:   0.99 | f_spd: 5.52 | s_spd: ::92.24 | e_ct:  -48.73 | p_load:    0.00
# Step 56, act: 0.39, 6.32, ter: False, rew: 0.87 
  n_pos:   110.41 | e_pos:   136.83 | head:   0.99 | f_spd: 5.49 | s_spd: ::90.08 | e_ct:  -49.10 | p_load:    0.00
# Step 57, act: 0.39, 6.32, ter: False, rew: 0.88 
  n_pos:   111.76 | e_pos:   139.22 | head:   1.00 | f_spd: 5.46 | s_spd: ::87.99 | e_ct:  -49.45 | p_load:    0.00
# Step 58, act: 0.39, 6.32, ter: False, rew: 0.89 
  n_pos:   113.10 | e_pos:   141.61 | head:   1.00 | f_spd: 5.44 | s_spd: ::85.95 | e_ct:  -49.79 | p_load:    0.00
# Step 59, act: 0.39, 6.32, ter: False, rew: 0.90 
  n_pos:   114.41 | e_pos:   143.99 | head:   1.01 | f_spd: 5.41 | s_spd: ::83.98 | e_ct:  -50.10 | p_load:    0.00
# Step 60, act: 0.39, 6.32, ter: False, rew: 0.91 
  n_pos:   115.71 | e_pos:   146.37 | head:   1.02 | f_spd: 5.38 | s_spd: ::82.06 | e_ct:  -50.40 | p_load:    0.00
# Step 61, act: 0.39, 6.32, ter: False, rew: 0.92 
  n_pos:   116.99 | e_pos:   148.75 | head:   1.02 | f_spd: 5.35 | s_spd: ::80.19 | e_ct:  -50.69 | p_load:    0.00
# Step 62, act: 0.39, 6.32, ter: False, rew: 0.93 
  n_pos:   118.24 | e_pos:   151.12 | head:   1.03 | f_spd: 5.33 | s_spd: ::78.38 | e_ct:  -50.96 | p_load:    0.00
# Step 63, act: 0.39, 6.32, ter: False, rew: 0.94 
  n_pos:   119.48 | e_pos:   153.48 | head:   1.04 | f_spd: 5.30 | s_spd: ::76.62 | e_ct:  -51.21 | p_load:    0.00
# Step 64, act: 0.39, 6.32, ter: False, rew: 0.95 
  n_pos:   120.70 | e_pos:   155.84 | head:   1.04 | f_spd: 5.28 | s_spd: ::74.90 | e_ct:  -51.44 | p_load:   30.27
# Step 65, act: 0.39, 6.32, ter: False, rew: 0.96 
  n_pos:   121.90 | e_pos:   158.20 | head:   1.05 | f_spd: 5.25 | s_spd: ::78.29 | e_ct:  -51.66 | p_load:   74.52
# Step 66, act: 0.39, 6.32, ter: False, rew: 0.97 
  n_pos:   123.08 | e_pos:   160.55 | head:   1.05 | f_spd: 5.22 | s_spd: ::88.44 | e_ct:  -51.87 | p_load:  120.28
# Step 67, act: 0.39, 6.32, ter: False, rew: 0.98 
  n_pos:   124.24 | e_pos:   162.89 | head:   1.06 | f_spd: 5.20 | s_spd: :103.43 | e_ct:  -52.06 | p_load:  167.42
# Step 68, act: 0.39, 6.32, ter: False, rew: 0.99 
  n_pos:   125.39 | e_pos:   165.23 | head:   1.06 | f_spd: 5.17 | s_spd: :121.25 | e_ct:  -52.23 | p_load:  215.82
# Step 69, act: 0.39, 6.32, ter: False, rew: 1.00 
  n_pos:   126.52 | e_pos:   167.56 | head:   1.07 | f_spd: 5.15 | s_spd: :140.55 | e_ct:  -52.39 | p_load:  265.35
# Step 70, act: 0.39, 6.32, ter: False, rew: 1.01 
  n_pos:   127.62 | e_pos:   169.89 | head:   1.08 | f_spd: 5.13 | s_spd: :160.57 | e_ct:  -52.54 | p_load:  315.87
# Step 71, act: 0.39, 6.32, ter: False, rew: 1.02 
  n_pos:   128.72 | e_pos:   172.21 | head:   1.08 | f_spd: 5.10 | s_spd: :180.86 | e_ct:  -52.67 | p_load:  367.26
# Step 72, act: 0.39, 6.32, ter: False, rew: 1.03 
  n_pos:   129.79 | e_pos:   174.53 | head:   1.09 | f_spd: 5.08 | s_spd: :201.16 | e_ct:  -52.79 | p_load:  419.41
# Step 73, act: 0.39, 6.32, ter: False, rew: 1.04 
  n_pos:   130.85 | e_pos:   176.85 | head:   1.09 | f_spd: 5.06 | s_spd: :221.30 | e_ct:  -52.89 | p_load:  472.17
# Step 74, act: 0.39, 6.32, ter: False, rew: 1.05 
  n_pos:   131.90 | e_pos:   179.16 | head:   1.10 | f_spd: 5.04 | s_spd: :241.16 | e_ct:  -52.98 | p_load:  525.45
# Step 75, act: 0.39, 6.32, ter: False, rew: 1.06 
